Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3,image_url4,image_url5
10712,12_4,12_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.492917,-149.52065,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10713,12_5,12_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.492917,-149.52065,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10714,12_6,12_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.492917,-149.52065,Field Name,Cerastium beeringianum-Ranunculus pedatifidus,"Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10715,12_7,12_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.492917,-149.52065,Field Name,Cerastium beeringianum-Minuartia rubella,Talus marsh communities,,None,Percentage,,,,,
10716,13_1,13_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10717,13_2,13_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10718,13_3,13_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10719,13_4,13_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10720,13_5,13_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10721,13_6,13_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10722,13_7,13_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10723,13_8,13_8,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286392,-149.189565,Field Name,Phippsia algida-Saxifraga rivularis,"Poorly drained deep snowbeds (Phippsia algida, Saxifraga rivularis, Ranunculus pygmaeus, etc.)",,None,Percentage,,,,,
10724,14_1,14_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10725,14_2,14_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10726,14_3,14_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10727,14_4,14_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10728,14_5,14_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10729,14_6,14_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10730,14_7,14_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.243099,-149.243099,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10731,15_1,15_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10732,15_2,15_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,"Poa glauca-Bromus pumpellianus, Facies Potentilla hookeriana-Polemonium acutiflorum","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10733,15_3,15_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10734,15_4,15_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,Cassiope tetragona-Dryas integrifolia,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10735,15_5,15_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10736,15_6,15_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,"Poa glauca-Bromus pumpellianus, Facies Artemisia glomerata","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10737,15_7,15_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10738,15_8,15_8,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.005528,-148.762418,Field Name,"Poa glauca-Bromus pumpellianus, Facies Potentilla hookeriana-Polemonium acutiflorum","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10739,16_1,16_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10740,16_2,16_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10741,16_3,16_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10742,16_4,16_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10743,16_5,16_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10744,16_6,16_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10745,16_7,16_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307549,-149.46614,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10746,17_1,17_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10747,17_2,17_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10748,17_3,17_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10749,17_4,17_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,Cassiope tetragona-Dryas integrifolia,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10750,17_5,17_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10751,17_6,17_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10752,17_7,17_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.253868,-148.764696,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10753,18_1,18_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10754,18_2,18_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10755,18_3,18_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10756,18_4,18_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,Cassiope tetragona-Dryas integrifolia,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,None,Percentage,,,,,
10757,18_5,18_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10758,18_6,18_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10759,18_7,18_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.336019,-148.892425,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10760,19_1,19_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.31608,-149.40068,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10761,19_2,19_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316081,-149.400681,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10762,19_3,19_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316082,-149.400682,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10763,19_4,19_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316083,-149.400683,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10764,19_5,19_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316084,-149.400684,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10765,19_6,19_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316085,-149.400685,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10766,19_7,19_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.31608,-149.40068,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10767,20_1,20_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10768,20_2,20_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10769,20_3,20_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Dryas integrifolia-Astragalus umbellatus-Kobresia myosuroides","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10770,20_4,20_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10771,20_5,20_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10772,20_6,20_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10773,20_7,20_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.337266,-149.584171,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10774,21_1,21_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,Cerastium beeringianum-Minuartia rubella,Talus marsh communities,,None,Percentage,,,,,
10775,21_2,21_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10776,21_3,21_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,Dryas integrifolia-Astragalus umbellatus-Carex rupestris,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10777,21_4,21_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Oxyria digyna","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10778,21_5,21_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10779,21_6,21_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10780,21_7,21_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.286048,-149.943867,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10781,22_1,22_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10782,22_2,22_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10783,22_3,22_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,Dryas integrifolia-Astragalus umbellatus-Carex rupestris,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10784,22_4,22_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10785,22_5,22_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10786,22_6,22_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Trisetum spicatum-Potentilla uniflora","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10787,22_7,22_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.206281,-148.20552,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10788,23_1,23_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10789,23_2,23_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
10790,23_3,23_3,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,"Dryas integrifolia-Astragalus umbellatus-Carex rupestris, Facies Carex rupestris-Oxytropis nigrescens","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10791,23_4,23_4,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,"Cassiope tetragona-Dryas integrifolia, Facies Cassiope tetragona-Dryas integrifolia","Shallow nonacidic snowbeds (Cassiope-Dryas-Tomentypnum, and Cassiope-Dryas-lichen communities)",,None,Percentage,,,,,
10792,23_5,23_5,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,"Salix rotundifolia-Dryas integrifolia, Facies Salix rotundifolia-Eriophorum triste","Moderately drained deep snowbeds (Salix rotundifolia, S. polaris, S. herbacea snowbeds)",,None,Percentage,,,,,
10793,23_6,23_6,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,"Carex rupestris-Saxifraga oppositifolia, Facies Carex rupestris-Saxifraga oppositifolia","Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10794,23_7,23_7,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.307686,-149.203225,Field Name,Dryas integrifolia-Oxytropis nigrescens,"Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas)",,None,Percentage,,,,,
10795,24_1,24_1,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,Dryas integrifolia-Astragalus umbellatus,Moist nonacidic tundra (Sedge-Dryas-Tomentypnum communities),,None,Percentage,,,,,
10796,24_2,24_2,1983,1983,Pingos (M. Walker 1990),Marilyn D. Walker,70.316377,-149.506991,Field Name,"Cerastium beeringianum-Ranunculus pedatifidus, Facies Festuca baffinensis-Luzula confusa","Zoogenic communities associated with animal dens and bird mounds (arctic ground-squirrels, arctic foxes) (Poa glauca, Festuca rubra, Ranunculus pedatifidus, etc.)",,None,Percentage,,,,,
