Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
11840,CAKR_T06_06_2003,CAKR_T06_06_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.18403,-163.6126,,Hippuris vulgaris-Utricularia vulgaris macrorhiza,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11841,CAKR_T06_07_2003,CAKR_T06_07_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.18649,-163.61034,,Carex chordorrhiza-Carex aquatilis,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11842,CAKR_T06_08_2003,CAKR_T06_08_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.1877,-163.61149,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11843,CAKR_T06_09_2003,CAKR_T06_09_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.18966,-163.62049,,Andromeda polifolia-Sphagnum sp.,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11844,CAKR_T07_01_2003,CAKR_T07_01_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27208333,-163.6136167,,Betula nana-Eriophorum vaginatum,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
11845,CAKR_T07_02_2003,CAKR_T07_02_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27213333,-163.62305,,Calamagrostis canadensis-Polemonium acutiflorum,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11846,CAKR_T07_03_2003,CAKR_T07_03_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.273,-163.6275,,Salix planifolia ssp. pulchra-Valeriana capitata,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11847,CAKR_T07_04_2003,CAKR_T07_04_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27486667,-163.6274167,,Salix alaxensis-Aster sibiricus,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11848,CAKR_T07_05_2003,CAKR_T07_05_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27275,-163.6505667,,Dryas integrifolia-Carex scirpoidea-Rhododendron lapponicum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11849,CAKR_T07_06_2003,CAKR_T07_06_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27298333,-163.6576667,,Dryas integrifolia-Carex bigelowii-Equisetum arvense,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11850,CAKR_T07_07_2003,CAKR_T07_07_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.27046667,-163.6645,,Dryas octopetala-Saxifraga oppositifolia,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11851,CAKR_T08_02_2003,CAKR_T08_02_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.3511479,-163.722855,,Salix alaxensis-Epilobium latifolium,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11852,CAKR_T08_03_2003,CAKR_T08_03_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.35103333,-163.7240833,,Salix alaxensis-Epilobium latifolium,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11853,CAKR_T08_04_2003,CAKR_T08_04_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.35075008,-163.7224621,,Salix lanata ssp. richardsonii-Salix reticulata,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11854,CAKR_T08_05_2003,CAKR_T08_05_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.35068333,-163.7240333,,Salix lanata ssp. richardsonii-Salix reticulata,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11855,CAKR_T08_06_2003,CAKR_T08_06_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.34986667,-163.7232333,,Salix lanata ssp. richardsonii-Salix reticulata,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11856,CAKR_T08_07_2003,CAKR_T08_07_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.34913333,-163.72405,,Betula nana-Eriophorum vaginatum,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11857,CAKR_T08_08_2003,CAKR_T08_08_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.34801667,-163.7237,,Carex chordorrhiza-Carex aquatilis,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11858,CAKR_T08_09_2003,CAKR_T08_09_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.34934657,-163.7208513,,Salix alaxensis-Aster sibiricus,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11859,CAKR_T08_10_2003,CAKR_T08_10_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.35069386,-163.7201034,,Dryas integrifolia-Salix brachycarpa niphoclada,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11860,CAKR_T10_01_2003,CAKR_T10_01_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.48991,-163.37766,,Dryas octopetala-Saxifraga oppositifolia,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
11861,CAKR_T10_02_2003,CAKR_T10_02_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.48991,-163.38174,,Dryas integrifolia-Carex bigelowii-Equisetum arvense,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11862,CAKR_T10_03_2003,CAKR_T10_03_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.48461667,-163.4175833,,Salix lanata ssp. richardsonii-Equisetum arvense,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11863,CAKR_T10_04_2003,CAKR_T10_04_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.4841,-163.4189833,,Dryas integrifolia-Carex bigelowii-Equisetum arvense,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11864,CAKR_T10_05_2003,CAKR_T10_05_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.48365,-163.4206167,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11865,CAKR_T11_03_2003,CAKR_T11_03_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47853,-163.73293,,Salix alaxensis-Epilobium latifolium,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11866,CAKR_T11_04_2003,CAKR_T11_04_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47762,-163.73299,,Salix alaxensis-Aster sibiricus,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11867,CAKR_T11_05_2003,CAKR_T11_05_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47714,-163.73099,,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11868,CAKR_T11_06_2003,CAKR_T11_06_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47588281,-163.7345823,,Salix alaxensis-Aster sibiricus,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11869,CAKR_T11_07_2003,CAKR_T11_07_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47506,-163.73021,,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11870,CAKR_T11_08_2003,CAKR_T11_08_2003,20030711,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.47277,-163.72856,,Betula nana-Salix planifolia ssp. pulchra-Pyrola grandiflora,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11871,CAKR_T12_01_2003,CAKR_T12_01_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.59511667,-163.7279333,,Dryas octopetala-Hierochloë alpina,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11872,CAKR_T12_02_2003,CAKR_T12_02_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.5956,-163.7246167,,Lichen-Moss-artarc-salphl-anenar-carpod-dialap,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11873,CAKR_T12_03_2003,CAKR_T12_03_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.59365,-163.7245167,,Dryas octopetala-Hierochloë alpina,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11874,CAKR_T12_04_2003,CAKR_T12_04_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.59231667,-163.7248167,,Dryas octopetala-Hierochloë alpina,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11875,CAKR_T12_05_2003,CAKR_T12_05_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.5894,-163.7235333,,Betula nana-Loiseleuria procumbens,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11876,CAKR_T12_06_2003,CAKR_T12_06_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.58865,-163.7233,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11877,CAKR_T13_01_2003,CAKR_T13_01_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.71665,-163.36838,,Betula nana-Eriophorum vaginatum,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11878,CAKR_T13_02_2003,CAKR_T13_02_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.71703,-163.37537,,Betula nana-Ledum decumbens,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11879,CAKR_T13_03_2003,CAKR_T13_03_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.71658,-163.39106,,Salix planifolia ssp. pulchra-Valeriana capitata,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11880,CAKR_T13_04_2003,CAKR_T13_04_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.71547,-163.39689,,Salix lanata ssp. richardsonii-Equisetum arvense,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11881,CAKR_T13_05_2003,CAKR_T13_05_2003,20030713,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.71462,-163.40174,,Moss-dryoct-salret-carbig-Lichen-arclat-artarc,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11882,CAKR_T14_01_2003,CAKR_T14_01_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.75118333,-163.76655,,Arctophila fulva-Hippuris vulgaris,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11883,CAKR_T14_02_2003,CAKR_T14_02_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.7511,-163.7687167,,Betula nana-Eriophorum vaginatum,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11884,CAKR_T14_03_2003,CAKR_T14_03_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.74968333,-163.7676333,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11885,CAKR_T14_04_2003,CAKR_T14_04_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.74731667,-163.7670667,,Carex aquatilis-Salix planifolia ssp. pulchra,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11886,CAKR_T14_05_2003,CAKR_T14_05_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.74503333,-163.7770833,,Ledum decumbens-Vaccinium vitis-idaea-fruticose or foliose lichen,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11887,CAKR_T14_06_2003,CAKR_T14_06_2003,20030712,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.74341667,-163.7742,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11888,CAKR_T15_01_2003,CAKR_T15_01_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.26341667,-163.75845,,Dryas integrifolia-Carex bigelowii-Equisetum arvense,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11889,CAKR_T15_04_2003,CAKR_T15_04_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.26494794,-163.7654694,,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11890,CAKR_T15_05_2003,CAKR_T15_05_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.26496394,-163.7651911,,Elymus arenarius mollis-Lathyrus maritimus ssp. maritimus,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11891,CAKR_T15_06_2003,CAKR_T15_06_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.26553,-163.76268,,Carex ramenskii-Dupontia fisheri,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11892,CAKR_T15_08_2003,CAKR_T15_08_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.26395282,-163.7626031,,Hippuris tetraphylla,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11893,CAKR_T15_09_2003,CAKR_T15_09_2003,20030714,2003,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.26281667,-163.7595167,,Carex aquatilis-Eriophorum angustifolium,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11894,GAAR_T100_01_2008,GAAR_T100_01_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.716445,-154.7045867,,Dryas octopetala-Hierochloë alpina,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11895,GAAR_T100_02_2008,GAAR_T100_02_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.717125,-154.7030067,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11896,GAAR_T100_03_2008,GAAR_T100_03_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.706785,-154.71696,,Picea glauca-Ledum decumbens,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11897,GAAR_T100_04_2008,GAAR_T100_04_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.70162333,-154.7192683,,Picea glauca-Ledum decumbens,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11898,GAAR_T101_01_2008,GAAR_T101_01_2008,20080806,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33255278,-155.0037056,,Lichen foliose-fruticose-Hierochloë alpina-Cassiope tetragona,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11899,GAAR_T101_02_2008,GAAR_T101_02_2008,20080806,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33251667,-155.0004417,,water,Saxicolous lichen communities on silicate rocks,,"plot map, soil descriptions a few select plots",Percent,,,
11900,GAAR_T101_03_2008,GAAR_T101_03_2008,20080806,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.319975,-155.151125,,dryala-hylspl-salret-fesalt-anepar-salcha,Late snowbed communities,,"plot map, soil descriptions a few select plots",Percent,,,
11901,GAAR_T101_04_2008,GAAR_T101_04_2008,20080806,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.31976111,-155.1492833,,carmem-salcha-moss-polbis-anepar,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11902,GAAR_T101_05_2008,GAAR_T101_05_2008,20080806,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.33593543,-155.131109,,Alnus crispa-Rubus arcticus,Festuca altaica-forb communities,,"plot map, soil descriptions a few select plots",Percent,,,
11903,GAAR_T103_01_2008,GAAR_T103_01_2008,20080802,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.8923,-153.2325333,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11904,GAAR_T103_02_2008,GAAR_T103_02_2008,20080802,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87432778,-153.2703694,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11905,GAAR_T103_03_2008,GAAR_T103_03_2008,20080802,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87735278,-153.2676139,,Betula nana-Eriophorum vaginatum,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11906,GAAR_T103_04_2008,GAAR_T103_04_2008,20080802,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87883056,-153.2593917,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11907,GAAR_T103_05_2008,GAAR_T103_05_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.872225,-153.2740028,,Hippuris vulgaris-Utricularia vulgaris macrorhiza,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11908,GAAR_T103_06_2008,GAAR_T103_06_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87542773,-153.2763567,,water-Potamogeton sp.,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11909,GAAR_T103_07_2008,GAAR_T103_07_2008,20080804,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87409444,-153.2821528,,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11910,GAAR_T103_08_2008,GAAR_T103_08_2008,20080804,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87373056,-153.2851944,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11911,GAAR_T103_10_2008,GAAR_T103_10_2008,20080804,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.874375,-153.2956111,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11912,GAAR_T103_11_2008,GAAR_T103_11_2008,20080804,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87516111,-153.2957194,,Dryas octopetala-Vaccinium uliginosum-Festuca altaica,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11913,GAAR_T103_12_2008,GAAR_T103_12_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87226944,-153.2746444,,Arctophila fulva-Hippuris vulgaris,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11914,GAAR_T103_13_2008,GAAR_T103_13_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87226389,-153.2746639,,Carex aquatilis-Salix planifolia ssp. pulchra,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11915,GAAR_T103_14_2008,GAAR_T103_14_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87688611,-153.2632722,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"10.1Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas-Cooper units 26, 29, 32, 34)",,"plot map, soil descriptions a few select plots",Percent,,,
11916,GAAR_T103_15_2008,GAAR_T103_15_2008,20080805,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87773889,-153.2614194,,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11917,GAAR_T104_01_2008,GAAR_T104_01_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.12838833,-154.8604883,,Dryas octopetala-Hierochloë alpina,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11918,GAAR_T106_01_2008,GAAR_T106_01_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.06205833,-153.730875,,Betula nana-Eriophorum vaginatum,"10.1Dry nonacidic tundra (Dryas integrifolia, including Dryas river terraces and Dryas octopetala communities from alpine areas-Cooper units 26, 29, 32, 34)",,"plot map, soil descriptions a few select plots",Percent,,,
11919,GAAR_T106_02_2008,GAAR_T106_02_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.06301944,-153.7276111,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11920,GAAR_T106_03_2008,GAAR_T106_03_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.06384167,-153.7246361,,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
